turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2024-10-30 19:00:00+00:00,4.9,70,961.1,0.72,2.49,2.6,192,271,271,2.0,2024-10-31 00:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-30 20:00:00+00:00,5.0,68,961.2,0.85,1.99,2.08,177,248,248,1.1,2024-10-31 01:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-30 21:00:00+00:00,4.7,69,961.1,1.06,1.65,1.73,172,225,225,1.7,2024-10-31 02:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-30 22:00:00+00:00,4.0,74,960.8,0.87,0.83,0.87,167,220,220,1.8,2024-10-31 03:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-30 23:00:00+00:00,2.9,81,960.7,0.6,0.33,0.34,156,27,27,1.7,2024-10-31 04:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-31 00:00:00+00:00,3.1,79,961.0,1.31,2.13,2.23,130,74,74,2.5,2024-10-31 05:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-31 01:00:00+00:00,2.5,80,960.8,1.92,3.95,4.14,118,74,74,3.4,2024-10-31 06:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-31 02:00:00+00:00,2.9,77,961.4,2.79,5.5,5.76,105,73,73,4.4,2024-10-31 07:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-31 03:00:00+00:00,6.0,69,962.4,3.74,6.54,6.84,82,73,73,6.2,2024-10-31 08:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-10-31 04:00:00+00:00,8.2,66,962.4,4.37,6.32,6.62,59,63,63,8.2,2024-10-31 09:00:00+05:00,2024-10-30,2024-10-30T23:50:00+05:00,2024-10-30T18:50:00+00:00,2024-10-30T12:00:00+00:00,2024-10-30T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
