turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2025-06-13 19:00:00+00:00,21.5,64,950.3,1.55,2.36,2.47,165,198,198,2.7,2025-06-14 00:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-13 20:00:00+00:00,20.3,73,950.0,2.05,2.46,2.57,167,194,194,3.6,2025-06-14 01:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-13 21:00:00+00:00,19.6,78,949.8,2.58,3.15,3.29,171,196,196,4.3,2025-06-14 02:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-13 22:00:00+00:00,19.5,78,949.7,1.95,2.62,2.75,167,195,195,4.3,2025-06-14 03:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-13 23:00:00+00:00,19.0,79,949.9,1.19,1.15,1.2,158,192,192,3.4,2025-06-14 04:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-14 00:00:00+00:00,20.3,73,950.5,1.27,2.4,2.51,116,66,66,2.4,2025-06-14 05:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-14 01:00:00+00:00,22.3,60,951.2,2.4,3.78,3.96,90,83,83,3.9,2025-06-14 06:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-14 02:00:00+00:00,23.3,55,951.3,3.28,4.4,4.61,59,62,62,6.2,2025-06-14 07:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-14 03:00:00+00:00,24.4,56,951.0,4.49,5.75,6.02,52,55,55,8.7,2025-06-14 08:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-06-14 04:00:00+00:00,26.0,49,950.9,5.04,6.37,6.67,53,57,57,10.0,2025-06-14 09:00:00+05:00,2025-06-13,2025-06-13T23:50:00+05:00,2025-06-13T18:50:00+00:00,2025-06-13T12:00:00+00:00,2025-06-13T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
