turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2026-01-15 19:00:00+00:00,-5.8,84,954.8,2.14,3.58,3.75,237,250,250,3.2,2026-01-16 00:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-15 20:00:00+00:00,-6.1,86,954.5,1.5,3.43,3.59,255,264,264,3.8,2026-01-16 01:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-15 21:00:00+00:00,-5.4,81,954.3,1.69,2.45,2.56,236,257,257,4.1,2026-01-16 02:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-15 22:00:00+00:00,-6.3,84,953.3,1.18,2.17,2.28,282,290,290,3.1,2026-01-16 03:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-15 23:00:00+00:00,-5.6,78,953.6,2.32,2.97,3.11,237,256,256,4.0,2026-01-16 04:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 00:00:00+00:00,-4.8,73,953.6,2.05,3.53,3.69,257,264,264,4.1,2026-01-16 05:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 01:00:00+00:00,-4.9,69,954.0,2.35,4.2,4.4,246,255,255,5.1,2026-01-16 06:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 02:00:00+00:00,-4.6,69,954.2,2.16,3.59,3.76,224,229,229,5.2,2026-01-16 07:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 03:00:00+00:00,-4.2,68,954.0,2.02,2.95,3.09,240,236,236,4.8,2026-01-16 08:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 04:00:00+00:00,-3.4,66,953.7,2.02,2.57,2.69,240,233,233,4.8,2026-01-16 09:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 05:00:00+00:00,-3.1,64,953.2,2.5,2.98,3.12,267,259,259,5.2,2026-01-16 10:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,10.166666666666666,17.0,11,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 06:00:00+00:00,-2.7,58,953.1,3.1,3.8,3.98,270,269,269,6.6,2026-01-16 11:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,11.166666666666666,18.0,12,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 07:00:00+00:00,-2.3,55,951.9,2.77,3.41,3.58,276,272,272,6.6,2026-01-16 12:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,12.166666666666666,19.0,13,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 08:00:00+00:00,-2.4,56,950.7,2.87,3.57,3.73,283,280,280,6.4,2026-01-16 13:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,13.166666666666666,20.0,14,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 09:00:00+00:00,-2.8,58,950.8,3.62,4.55,4.77,276,276,276,7.2,2026-01-16 14:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,14.166666666666666,21.0,15,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 10:00:00+00:00,-3.6,62,951.6,4.09,5.43,5.69,258,258,258,8.1,2026-01-16 15:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,15.166666666666666,22.0,16,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 11:00:00+00:00,-4.0,66,951.4,3.45,4.57,4.79,253,248,248,7.8,2026-01-16 16:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,16.166666666666668,23.0,17,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 12:00:00+00:00,-5.1,71,951.7,4.23,5.68,5.94,249,247,247,7.8,2026-01-16 17:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,17.166666666666668,24.0,18,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 13:00:00+00:00,-6.1,74,952.2,4.39,5.9,6.18,255,253,253,7.9,2026-01-16 18:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,18.166666666666668,25.0,19,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 14:00:00+00:00,-7.2,76,952.4,4.75,6.39,6.69,246,246,246,8.6,2026-01-16 19:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,19.166666666666668,26.0,20,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 15:00:00+00:00,-8.2,76,952.5,4.74,6.54,6.85,241,242,242,8.7,2026-01-16 20:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,20.166666666666668,27.0,21,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 16:00:00+00:00,-8.9,77,953.1,5.36,7.31,7.66,248,249,249,9.4,2026-01-16 21:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,21.166666666666668,28.0,22,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 17:00:00+00:00,-9.7,78,953.6,5.41,7.5,7.86,242,245,245,10.0,2026-01-16 22:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,22.166666666666668,29.0,23,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 18:00:00+00:00,-10.4,77,954.4,5.89,8.24,8.63,241,244,244,10.5,2026-01-16 23:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,23.166666666666668,30.0,24,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 19:00:00+00:00,-11.2,78,954.9,6.04,8.4,8.79,241,246,246,11.2,2026-01-17 00:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,24.166666666666668,31.0,25,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 20:00:00+00:00,-12.1,78,955.6,6.49,9.01,9.44,245,248,248,11.5,2026-01-17 01:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,25.166666666666668,32.0,26,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 21:00:00+00:00,-13.2,78,956.5,6.5,9.06,9.49,247,252,252,11.9,2026-01-17 02:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,26.166666666666668,33.0,27,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 22:00:00+00:00,-14.2,77,957.3,7.18,10.09,10.57,248,251,251,12.7,2026-01-17 03:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,27.166666666666668,34.0,28,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-16 23:00:00+00:00,-15.0,74,958.2,7.59,10.92,11.43,248,254,254,13.6,2026-01-17 04:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,28.166666666666668,35.0,29,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-17 00:00:00+00:00,-15.5,74,959.1,7.63,10.85,11.36,245,248,248,13.8,2026-01-17 05:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,29.166666666666668,36.0,30,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-17 01:00:00+00:00,-15.8,74,960.1,7.68,11.08,11.61,247,250,250,13.9,2026-01-17 06:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,30.166666666666668,37.0,31,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-17 02:00:00+00:00,-16.0,73,961.2,7.18,10.34,10.82,245,249,249,13.8,2026-01-17 07:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,31.166666666666668,38.0,32,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-17 03:00:00+00:00,-16.0,73,961.9,7.13,10.04,10.51,244,247,247,13.0,2026-01-17 08:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,32.166666666666664,39.0,33,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-17 04:00:00+00:00,-15.5,67,962.7,6.42,9.01,9.44,243,246,246,12.8,2026-01-17 09:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,33.166666666666664,40.0,34,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-17 05:00:00+00:00,-15.0,65,963.2,5.77,7.8,8.17,242,245,245,11.9,2026-01-17 10:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,34.166666666666664,41.0,35,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-01-17 06:00:00+00:00,-14.1,61,963.5,5.17,6.82,7.14,245,247,247,10.9,2026-01-17 11:00:00+05:00,2026-01-15,2026-01-15T23:50:00+05:00,2026-01-15T18:50:00+00:00,2026-01-15T12:00:00+00:00,2026-01-15T18:10:00+00:00,35.166666666666664,42.0,36,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
