turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2024-12-25 19:00:00+00:00,-8.0,74,963.1,2.84,6.17,6.46,99,62,62,4.7,2024-12-26 00:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-25 20:00:00+00:00,-7.9,74,963.1,3.06,6.54,6.85,95,62,62,5.0,2024-12-26 01:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-25 21:00:00+00:00,-8.0,75,963.2,3.21,6.76,7.08,94,62,62,5.2,2024-12-26 02:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-25 22:00:00+00:00,-7.8,75,963.1,3.45,7.13,7.47,91,61,61,5.5,2024-12-26 03:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-25 23:00:00+00:00,-7.8,78,962.9,3.86,7.64,8.0,86,61,61,6.2,2024-12-26 04:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-26 00:00:00+00:00,-7.7,80,962.8,4.32,8.26,8.66,84,61,61,6.9,2024-12-26 05:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-26 01:00:00+00:00,-7.5,81,963.0,4.71,8.78,9.2,81,63,63,7.5,2024-12-26 06:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-26 02:00:00+00:00,-7.4,83,963.3,5.07,9.22,9.65,77,63,63,8.1,2024-12-26 07:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-26 03:00:00+00:00,-6.8,80,963.4,5.4,9.5,9.95,77,64,64,8.6,2024-12-26 08:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-26 04:00:00+00:00,-4.5,69,964.0,5.66,9.81,10.27,69,65,65,9.9,2024-12-26 09:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-26 05:00:00+00:00,-1.7,59,964.6,5.93,9.64,10.1,63,61,61,10.6,2024-12-26 10:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,10.166666666666666,17.0,11,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-26 06:00:00+00:00,0.8,49,964.4,6.52,9.67,10.13,58,60,60,11.6,2024-12-26 11:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,11.166666666666666,18.0,12,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2024-12-26 07:00:00+00:00,2.3,42,963.8,7.1,9.84,10.3,58,59,59,12.8,2024-12-26 12:00:00+05:00,2024-12-25,2024-12-25T23:50:00+05:00,2024-12-25T18:50:00+00:00,2024-12-25T12:00:00+00:00,2024-12-25T18:10:00+00:00,12.166666666666666,19.0,13,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
