turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2026-02-15 19:00:00+00:00,1.8,87,952.2,2.57,4.91,5.14,98,79,79,4.3,2026-02-16 00:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-15 20:00:00+00:00,2.1,85,951.8,2.77,5.5,5.76,84,70,70,4.7,2026-02-16 01:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-15 21:00:00+00:00,2.2,85,951.1,3.05,5.75,6.02,89,80,80,4.9,2026-02-16 02:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-15 22:00:00+00:00,2.0,85,950.6,3.2,5.92,6.2,89,79,79,5.5,2026-02-16 03:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-15 23:00:00+00:00,2.0,83,950.4,3.71,7.25,7.59,76,67,67,6.3,2026-02-16 04:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-16 00:00:00+00:00,1.9,84,950.6,3.61,7.02,7.35,80,70,70,6.2,2026-02-16 05:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-16 01:00:00+00:00,1.7,85,950.6,3.21,6.4,6.7,85,69,69,5.9,2026-02-16 06:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-16 02:00:00+00:00,1.4,86,951.0,3.1,6.17,6.46,89,70,70,5.2,2026-02-16 07:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-16 03:00:00+00:00,2.5,81,951.4,3.36,5.95,6.23,86,72,72,5.4,2026-02-16 08:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-16 04:00:00+00:00,3.9,77,951.6,3.65,6.03,6.31,77,70,70,6.0,2026-02-16 09:00:00+05:00,2026-02-15,2026-02-15T23:50:00+05:00,2026-02-15T18:50:00+00:00,2026-02-15T12:00:00+00:00,2026-02-15T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
