turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2026-02-01 19:00:00+00:00,-0.5,55,955.0,2.65,6.32,6.61,92,68,68,4.5,2026-02-02 00:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-01 20:00:00+00:00,-1.0,57,954.7,2.23,5.44,5.7,99,70,70,4.5,2026-02-02 01:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-01 21:00:00+00:00,-1.2,58,954.6,2.37,5.68,5.94,97,67,67,4.0,2026-02-02 02:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-01 22:00:00+00:00,-1.3,57,954.7,2.65,6.15,6.44,93,65,65,4.5,2026-02-02 03:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-01 23:00:00+00:00,-1.5,58,954.6,2.9,6.39,6.69,91,64,64,4.8,2026-02-02 04:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-02 00:00:00+00:00,-1.9,60,954.5,3.05,6.43,6.74,93,65,65,5.0,2026-02-02 05:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-02 01:00:00+00:00,-2.4,63,954.5,3.1,6.54,6.85,93,64,64,5.1,2026-02-02 06:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-02 02:00:00+00:00,-2.5,65,954.4,3.3,6.93,7.26,91,64,64,5.4,2026-02-02 07:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-02 03:00:00+00:00,-1.2,60,954.8,3.92,7.11,7.44,85,64,64,6.1,2026-02-02 08:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-02 04:00:00+00:00,2.1,48,955.3,4.21,8.17,8.56,66,64,64,7.1,2026-02-02 09:00:00+05:00,2026-02-01,2026-02-01T23:50:00+05:00,2026-02-01T18:50:00+00:00,2026-02-01T12:00:00+00:00,2026-02-01T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
