turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2026-02-05 19:00:00+00:00,-1.4,62,947.0,2.51,5.98,6.26,103,66,66,4.9,2026-02-06 00:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 20:00:00+00:00,-1.5,64,946.8,2.18,5.38,5.64,110,65,65,4.2,2026-02-06 01:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 21:00:00+00:00,-1.5,64,947.0,2.15,5.27,5.52,112,62,62,3.9,2026-02-06 02:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 22:00:00+00:00,-1.3,63,947.4,1.86,4.93,5.16,114,63,63,3.8,2026-02-06 03:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 23:00:00+00:00,-1.2,61,948.2,1.37,3.91,4.1,123,71,71,3.4,2026-02-06 04:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-06 00:00:00+00:00,-0.6,56,949.2,1.33,2.58,2.7,146,105,105,2.7,2026-02-06 05:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-06 01:00:00+00:00,0.1,48,949.8,1.05,1.48,1.55,175,189,189,2.5,2026-02-06 06:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-06 02:00:00+00:00,1.1,42,951.6,2.82,6.2,6.49,240,252,252,4.4,2026-02-06 07:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-06 03:00:00+00:00,2.1,48,953.1,3.95,7.19,7.53,235,249,249,6.6,2026-02-06 08:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-06 04:00:00+00:00,3.4,51,954.0,3.67,6.06,6.35,236,257,257,6.7,2026-02-06 09:00:00+05:00,2026-02-05,2026-02-05T23:50:00+05:00,2026-02-05T18:50:00+00:00,2026-02-05T12:00:00+00:00,2026-02-05T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
