turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2025-11-05 19:00:00+00:00,-2.1,68,970.0,4.18,7.2,7.54,233,245,245,7.2,2025-11-06 00:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-05 20:00:00+00:00,-2.2,68,969.9,3.73,6.46,6.76,235,251,251,6.6,2025-11-06 01:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-05 21:00:00+00:00,-2.2,70,969.7,2.48,4.32,4.52,220,246,246,5.9,2025-11-06 02:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-05 22:00:00+00:00,-3.7,71,969.2,1.61,2.95,3.08,187,231,231,3.8,2025-11-06 03:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-05 23:00:00+00:00,-4.4,73,969.2,1.12,1.8,1.88,170,221,221,2.6,2025-11-06 04:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 00:00:00+00:00,-3.7,71,969.6,1.82,1.85,1.94,159,182,182,2.9,2025-11-06 05:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 01:00:00+00:00,-5.1,77,969.4,2.53,2.6,2.72,153,157,157,4.1,2025-11-06 06:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 02:00:00+00:00,-5.7,78,969.2,3.13,2.92,3.06,153,143,143,5.0,2025-11-06 07:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 03:00:00+00:00,-4.0,75,969.7,2.93,2.37,2.48,153,127,127,5.4,2025-11-06 08:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 04:00:00+00:00,-0.9,63,970.2,2.25,2.57,2.69,127,100,100,5.3,2025-11-06 09:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 05:00:00+00:00,0.5,57,969.8,2.62,3.28,3.44,72,72,72,5.9,2025-11-06 10:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,10.166666666666666,17.0,11,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 06:00:00+00:00,1.3,56,969.0,3.73,4.62,4.84,64,65,65,7.7,2025-11-06 11:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,11.166666666666666,18.0,12,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 07:00:00+00:00,2.0,51,967.8,4.12,5.15,5.39,67,70,70,8.3,2025-11-06 12:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,12.166666666666666,19.0,13,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 08:00:00+00:00,2.6,49,966.7,4.37,5.57,5.83,68,70,70,8.6,2025-11-06 13:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,13.166666666666666,20.0,14,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 09:00:00+00:00,2.8,51,966.3,4.44,5.72,5.99,67,70,70,8.6,2025-11-06 14:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,14.166666666666666,21.0,15,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 10:00:00+00:00,2.9,52,966.5,3.94,5.51,5.77,64,68,68,8.4,2025-11-06 15:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,15.166666666666666,22.0,16,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 11:00:00+00:00,1.7,61,966.3,3.56,5.53,5.79,61,68,68,6.9,2025-11-06 16:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,16.166666666666668,23.0,17,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 12:00:00+00:00,0.3,67,965.8,3.52,6.29,6.58,75,76,76,6.0,2025-11-06 17:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,17.166666666666668,24.0,18,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 13:00:00+00:00,-0.7,69,965.8,3.63,6.49,6.79,78,71,71,5.9,2025-11-06 18:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,18.166666666666668,25.0,19,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2025-11-06 14:00:00+00:00,-1.0,73,966.3,3.17,5.68,5.95,84,68,68,6.0,2025-11-06 19:00:00+05:00,2025-11-05,2025-11-05T23:50:00+05:00,2025-11-05T18:50:00+00:00,2025-11-05T12:00:00+00:00,2025-11-05T18:10:00+00:00,19.166666666666668,26.0,20,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
