turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2026-02-08 19:00:00+00:00,-1.3,76,952.5,7.34,11.8,12.36,84,88,88,12.9,2026-02-09 00:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-08 20:00:00+00:00,-1.3,71,951.1,7.29,11.89,12.45,84,90,90,12.4,2026-02-09 01:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-08 21:00:00+00:00,-1.5,67,949.6,7.14,11.55,12.1,84,89,89,12.4,2026-02-09 02:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-08 22:00:00+00:00,-1.6,63,948.1,7.03,11.43,11.97,81,86,86,11.9,2026-02-09 03:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-08 23:00:00+00:00,-1.9,63,946.6,6.79,11.29,11.82,79,83,83,11.7,2026-02-09 04:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-09 00:00:00+00:00,-2.5,63,945.8,6.05,10.44,10.93,75,77,77,11.3,2026-02-09 05:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-09 01:00:00+00:00,-3.0,64,945.4,5.62,9.62,10.07,74,72,72,10.0,2026-02-09 06:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-09 02:00:00+00:00,-3.2,64,944.8,5.65,9.46,9.91,75,72,72,9.5,2026-02-09 07:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-09 03:00:00+00:00,-2.5,62,944.5,5.78,9.46,9.91,75,71,71,9.5,2026-02-09 08:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-09 04:00:00+00:00,-0.1,57,944.4,5.31,9.01,9.43,66,65,65,9.9,2026-02-09 09:00:00+05:00,2026-02-08,2026-02-08T23:50:00+05:00,2026-02-08T18:50:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
