turbine,latitude,longitude,time,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_gusts_10m,time_local,forecast_date,decision_time_local,decision_time_utc,run_initialization_utc,estimated_run_available_at_utc,lead_from_decision_hours,lead_from_run_hours,forecast_horizon_hour,weather_model,source,grid_latitude,grid_longitude,grid_elevation
WT_1,43.645139,78.535611,2026-02-04 19:00:00+00:00,-0.5,97,957.1,4.61,7.98,8.35,75,62,62,7.6,2026-02-05 00:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,0.16666666666666666,7.0,1,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-04 20:00:00+00:00,-0.1,96,956.7,4.87,7.95,8.32,73,67,67,8.2,2026-02-05 01:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,1.1666666666666667,8.0,2,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-04 21:00:00+00:00,0.3,95,956.3,5.31,8.46,8.86,72,70,70,8.8,2026-02-05 02:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,2.1666666666666665,9.0,3,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-04 22:00:00+00:00,0.5,94,955.7,5.91,9.48,9.93,71,71,71,9.9,2026-02-05 03:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,3.1666666666666665,10.0,4,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-04 23:00:00+00:00,0.7,93,955.1,6.11,9.85,10.31,73,76,76,10.4,2026-02-05 04:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,4.166666666666667,11.0,5,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 00:00:00+00:00,1.0,92,954.4,6.71,10.69,11.2,73,78,78,11.4,2026-02-05 05:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,5.166666666666667,12.0,6,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 01:00:00+00:00,1.4,89,953.5,7.57,11.69,12.24,75,80,80,12.8,2026-02-05 06:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,6.166666666666667,13.0,7,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 02:00:00+00:00,1.3,84,953.2,7.77,12.0,12.57,76,79,79,13.3,2026-02-05 07:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,7.166666666666667,14.0,8,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 03:00:00+00:00,1.8,79,953.3,7.54,11.64,12.19,77,83,83,13.3,2026-02-05 08:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,8.166666666666666,15.0,9,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
WT_1,43.645139,78.535611,2026-02-05 04:00:00+00:00,2.9,71,953.1,7.45,10.54,11.03,78,80,80,13.1,2026-02-05 09:00:00+05:00,2026-02-04,2026-02-04T23:50:00+05:00,2026-02-04T18:50:00+00:00,2026-02-04T12:00:00+00:00,2026-02-04T18:10:00+00:00,9.166666666666666,16.0,10,ecmwf_ifs,open-meteo/single-runs,43.620384,78.47891,555.0
